Date,Open,High,Low,Close,Adj Close,Volume
2025-02-12,3875.9596,3920.7229,3867.3538,3919.8617,3919.8617,16422854000
2025-02-13,3913.9044,3939.1978,3904.9845,3905.1398,3905.1398,17248587400
2025-02-14,3900.8274,3942.0356,3900.8274,3939.0085,3939.0085,17297645200
2025-02-17,3954.4147,3955.8959,3921.7017,3947.3983,3947.3983,21358824600
2025-02-18,3942.5761,3965.4232,3901.8675,3912.7829,3912.7829,20942510100
2025-02-19,3906.2201,3943.6742,3904.1455,3940.1602,3940.1602,18282951700
2025-02-20,3934.6503,3940.678,3916.1772,3928.8959,3928.8959,16389523600
2025-02-21,3938.0518,3981.048,3927.7874,3978.444,3978.444,22740033000
2025-02-24,3972.4831,3995.9456,3949.2309,3969.7169,3969.7169,22081061800
2025-02-25,3933.636,3955.4336,3915.6527,3925.6505,3925.6505,17810858000
2025-02-26,3931.842,3960.3298,3925.3664,3959.9413,3959.9413,19106250100
2025-02-27,3961.0635,3973.9323,3933.4611,3968.1159,3968.1159,20288796300
2025-02-28,3950.1866,3972.4813,3886.3994,3890.0487,3890.0487,19810414700
2025-03-03,3899.6962,3930.0048,3872.5872,3888.4738,3888.4738,17762316600
2025-03-04,3865.9939,3890.4235,3855.7254,3885.2208,3885.2208,14985096700
2025-03-05,3887.7992,3906.4214,3877.0188,3902.5706,3902.5706,15865275100
2025-03-06,3923.3827,3964.4942,3917.0833,3956.2369,3956.2369,19396091500
2025-03-07,3944.9145,3967.0743,3935.0464,3944.0143,3944.0143,16673237500
2025-03-10,3945.5795,3949.1448,3905.127,3928.8018,3928.8018,15276523200
2025-03-11,3890.4305,3941.4157,3889.4298,3941.4157,3941.4157,14475440200
2025-03-12,3946.8623,3953.6125,3921.4736,3927.2315,3927.2315,15673219000
2025-03-13,3925.7439,3939.2854,3897.3758,3911.5793,3911.5793,15653644300
2025-03-14,3919.6159,4014.1586,3919.6159,4006.5567,4006.5567,21613900300
2025-03-17,4020.6402,4021.7278,3992.2563,3996.7876,3996.7876,16220291100
2025-03-18,4011.7794,4016.873,3995.9602,4007.7229,4007.7229,14020849600
2025-03-19,4004.8251,4025.299,3989.512,4010.168,4010.168,14441942800
2025-03-20,4011.0588,4012.0416,3969.9259,3974.9918,3974.9918,13375467000
2025-03-21,3966.5146,3983.1476,3904.7674,3914.6956,3914.6956,16590529400
2025-03-24,3916.1136,3938.1826,3907.1999,3934.8486,3934.8486,15223467400
2025-03-25,3937.8975,3946.3574,3921.5287,3932.2951,3932.2951,14047539900
2025-03-26,3930.2073,3942.026,3916.8607,3919.3566,3919.3566,13116418700
2025-03-27,3911.3841,3952.9852,3903.652,3932.4117,3932.4117,12679373800
2025-03-28,3930.7763,3934.2336,3907.384,3915.1662,3915.1662,12635621400
2025-03-31,3905.9815,3928.4482,3872.403,3887.3056,3887.3056,16679852300
